PolicyId,CancelProb
242371,0.0
242572,0.0
242789,0.0
242940,0.0
243154,0.0
243272,0.0
243307,0.25
243357,0.0
243422,0.0
243690,1.0
243725,0.0
243726,0.0
243775,0.0
243907,0.0
244143,0.0
244276,0.0
244294,0.0
244394,0.0
244543,0.0
244608,0.0
244726,0.0
244729,0.0
244761,0.0
244811,0.0
244812,0.0
244861,0.0
245212,0.0
245243,1.0
245261,1.0
245347,0.0
245362,0.0
245561,0.0
245597,0.0
245962,0.0
246112,0.0
246179,0.0
246216,1.0
246366,0.0
246380,0.0
246397,0.0
246565,0.0
246701,0.0
246833,0.0
246865,0.0
246933,0.0
246948,0.0
247048,0.0
247101,0.0
247102,0.0
247116,0.0
247166,0.0
247169,0.0
247219,0.0
247301,0.0
247319,0.0
247369,0.0
247402,0.0
247601,0.0
458628,0.0
458681,0.0
458714,0.0
458963,0.0
843719,1.0
843784,0.5
843837,0.0
843870,0.0
843902,0.5
843937,0.0
843951,0.0
844001,0.0
844287,0.0
844437,0.0
327703,1.0
327840,0.0
846759,0.0
581749,0.0
581903,0.0
581918,0.0
582017,0.0
582050,1.0
582235,0.0
582250,0.0
582686,0.0
582704,0.0
846892,0.0
846910,1.0
846928,0.14583333333333331
847077,0.5833333333333333
847109,0.0
847127,1.0
847177,0.0
847278,0.0
847313,0.0
847327,0.0
11521,0.0
11589,0.0
471132,0.0
11689,0.0
11704,1.0
11707,0.0
11772,0.0
11807,0.0
11889,1.0
12021,0.0
12039,0.0
12054,0.0
12071,1.0
12108,0.0
12122,0.0
335477,0.0
335491,1.0
335492,0.0
335577,0.0
335624,0.0
471982,1.0
472118,0.0
472317,0.0
472318,0.0
472336,0.0
472399,0.0
472450,0.0
472500,0.25
472567,1.0
472686,0.0
472703,0.0
472935,0.0
473068,1.0
473168,0.0
473236,0.0
473286,0.5
473403,0.0
473486,1.0
473489,0.0
473521,0.0
473522,0.0
102620,0.0
102638,0.0
102670,0.0
102837,0.0
103073,0.0
103106,0.0
103124,0.0
103155,0.0
103238,0.0
103256,0.0
103291,0.0
103338,1.0
103723,1.0
103942,0.0
104092,0.0
104177,1.0
104277,0.0
104310,0.0
104560,0.0
104577,0.0
104742,0.0
104759,0.0
104792,0.0
104945,0.75
105010,0.0
105095,0.0
105177,0.0
105178,0.0
105263,0.0
105313,0.0
105413,0.0
105510,0.0
105546,0.0
105745,0.0
105764,0.0
105864,0.0
105895,0.0
855451,0.0
855569,0.0
92745,0.0
92995,1.0
93010,0.0
93013,0.0
93078,0.0
841567,0.0
841635,0.25
841685,0.0
841774,1.0
841849,0.0
841867,0.5
841885,0.0
841910,0.0
458683,0.0
458726,0.0
458944,0.0
458958,1.0
458969,0.0
461427,0.0
461441,1.0
720442,0.0
720592,0.0
720885,0.0
720978,1.0
721046,0.0
721289,0.0
721303,0.0
721403,0.0
721489,0.0
721571,0.0
721596,0.0
721639,0.0
721739,0.75
721939,1.0
721946,0.0
722057,0.0
843721,0.0
843807,0.5
843832,0.0
843839,0.0
844139,0.75
844175,0.0
844250,0.0
844264,0.0
844382,0.0
844407,1.0
722382,0.0
722407,0.0
722425,0.0
722475,0.0
722507,0.0
722682,0.0
722689,1.0
722775,0.0
722850,0.0
722857,0.0
722875,0.0
722882,0.0
722950,0.0
723100,0.0
723132,0.0
723211,0.0
723243,0.0
723261,0.0
723418,1.0
723486,0.0
723518,0.0
723625,1.0
327641,0.0
846833,0.5
581837,0.0
582080,0.0
582291,0.0
582366,0.0
582430,0.0
582441,0.0
582716,0.0
582923,0.0
846933,0.75
847122,0.0
847190,0.0
847233,0.0
847240,0.0
847265,0.0
847308,0.25
11484,0.0
11566,0.0
11709,0.0
11777,0.0
11802,0.0
11809,0.0
12020,0.0
12027,0.0
12077,0.0
12095,0.0
12109,1.0
332714,0.0
332914,0.0
332921,0.0
332939,0.0
472805,0.0
472891,0.0
472923,0.0
472941,0.0
472966,0.0
473016,0.0
473109,0.0
473209,1.0
473334,0.0
730170,0.0
730188,0.0
730245,0.0
730295,0.0
730470,0.0
730495,0.0
730513,0.0
730538,0.5
730595,0.0
730613,0.0
730620,0.0
730781,0.0
730813,0.0
730870,0.0
730913,1.0
730920,1.0
730974,0.0
731013,0.0
731038,0.0
731188,1.0
731331,0.0
731449,0.0
733335,0.0
733421,0.0
733453,1.0
733528,0.0
733546,0.0
733603,0.0
733796,0.5
733853,0.0
733871,0.0
733921,0.0
733946,0.25
734039,0.0
734089,0.0
734171,0.0
734182,0.0
734232,0.0
734339,0.0
734575,1.0
734639,1.0
734664,1.0
734725,0.0
200729,0.0
200929,0.0
200961,0.0
201004,0.0
201011,1.0
201197,0.75
201422,0.0
201454,0.0
201636,0.0
201661,0.0
201704,0.0
201715,0.0
201772,0.0
201804,1.0
201965,0.25
202040,0.0
202140,0.0
202172,0.0
202190,0.0
202208,0.0
202390,0.0
202408,0.0
202415,0.0
202615,0.0
202622,1.0
202640,0.0
202708,1.0
202815,0.0
202940,0.0
202958,1.0
203183,0.0
203194,0.0
203426,0.0
203444,0.0
203587,0.0
203662,0.0
203826,0.0
203987,0.0
204076,0.0
204280,0.0
204337,0.0
204355,1.0
204412,0.0
204605,0.0
204630,0.0
204680,0.0
205191,0.0
205266,1.0
205298,0.0
205534,0.0
205759,0.0
205798,1.0
205873,0.0
205916,0.0
205934,0.0
205984,0.0
206027,0.0
206084,0.0
206184,0.0
206252,1.0
3060,0.0
3078,0.0
3121,0.0
3178,0.0
3235,0.0
3296,0.0
3303,0.0
3321,1.0
3335,0.0
3353,0.0
3510,0.0
3578,0.0
3664,0.0
3696,0.0
3721,0.0
10,0.0
752095,0.0
886397,0.0
946272,0.0
959633,0.525
460331,0.0
4947,1.0
4956,0.25
5092,0.0
5258,0.0
5285,1.0
5317,0.0
5324,0.0
5326,0.0
5390,0.0
5560,1.0
5649,0.0
5753,0.0
5758,0.0
5826,1.0
5962,0.0
5985,1.0
5994,0.0
6053,0.0
6128,0.0
6153,0.0
219605,0.0
219714,0.0
220112,1.0
220305,0.0
220382,0.0
220405,0.08333333333333333
220416,0.0
220539,0.0
220541,0.0
220814,0.0
220882,0.0
220907,0.0
221218,0.0
221418,1.0
221684,0.0
221709,0.0
221745,0.0
221775,0.0
221777,0.0
222054,0.0
222077,1.0
222343,0.0
222813,0.0
222920,0.0
222990,0.0
223045,0.0
223054,0.0
223079,0.0
223149,0.0
223156,0.0
223179,0.0
223213,0.0
223322,0.0
223656,0.0
223983,0.0
224224,0.0
224292,0.0
224326,0.0
224519,0.0
224694,0.0
224717,0.0
224887,0.0
225060,0.0
225096,0.0
95663,0.0
95708,1.0
96065,0.0
96067,0.0
96176,0.25
96197,0.0
96206,0.0
96231,0.0
96535,0.0
96710,0.0
96767,0.0
464216,0.0
464218,0.0
464284,0.0
464507,0.0
464541,0.0
464577,0.0
464584,0.0
844649,0.0
844685,0.0
844719,0.0
844785,0.0
844849,0.0
845183,0.0
845285,0.0
845394,0.0
845417,0.0
845662,1.0
234577,1.0
234622,0.0
234679,0.0
234686,0.0
234688,0.0
234820,0.0
234881,0.0
234979,0.0
235145,1.0
235245,1.0
235488,0.0
235515,0.0
235522,0.0
235756,0.0
235781,0.0
235822,0.0
235883,0.0
235890,0.0
235992,0.0
236047,1.0
236358,0.0
236417,0.0
236451,0.0
236558,0.0
236583,0.0
236619,1.0
236626,0.0
236783,0.0
236994,0.0
237051,0.0
237053,1.0
237185,0.0
237285,0.0
237451,0.0
237594,0.0
237630,0.0
237728,0.0
237853,0.0
237894,0.0
238164,0.0
238221,0.0
238296,0.0
238396,1.0
238598,0.0
238630,0.0
238689,0.0
238723,1.0
238725,0.0
238832,0.0
238964,1.0
238966,0.0
97980,0.0
98069,0.0
239223,0.0
239232,0.0
239391,0.0
239493,0.0
239800,0.0
239859,1.0
239891,0.0
239902,0.0
239925,0.0
240136,0.0
240170,0.0
240229,0.0
240304,0.0
240468,0.0
240529,0.0
240561,0.0
240629,0.0
240697,0.0
240802,0.0
240936,0.0
240997,0.0
241061,0.0
241063,0.0
241095,1.0
241172,0.0
329514,0.0
329546,0.0
329682,0.0
329746,0.0
329939,0.25
330105,0.0
330114,0.0
330180,0.0
330375,0.0
330414,0.0
330418,0.0
330841,0.0
330877,0.0
331009,0.0
331084,0.0
331243,1.0
331352,0.0
331586,0.0
331713,0.0
331743,0.0
331752,0.0
331813,0.0
331843,0.0
243635,1.0
243778,0.0
243946,0.0
244003,0.0
244205,0.0
244439,0.0
244582,0.0
245016,0.0
245141,0.0
245241,0.0
245416,0.0
245507,0.0
245652,0.0
245752,0.0
246177,0.0
320281,1.0
320315,0.0
320456,0.0
92423,0.0
92498,0.0
92589,1.0
210320,0.0
210345,1.0
210447,1.0
841276,1.0
841426,0.0
841458,0.0
841533,0.0
841626,0.75
841708,0.0
841751,0.75
841801,0.0
841808,0.0
841844,0.0
841951,0.0
841958,1.0
841994,0.0
92170,0.0
458760,0.0
458792,0.0
458860,0.0
458885,0.0
461307,0.0
461382,0.0
461493,0.0
720015,0.0
720383,0.0
720551,0.0
720862,0.0
721012,0.0
721030,0.0
721044,0.0
721119,0.0
721162,0.0
721187,0.0
721255,1.0
721287,1.0
721405,0.0
843730,0.0
843873,0.0
843948,0.4375
844066,0.0
844184,1.0
844191,1.0
844241,0.0
844391,0.0
721480,0.0
721805,1.0
721812,0.0
721855,1.0
721862,0.0
721912,0.0
721937,0.0
722116,0.0
722166,0.0
722173,0.0
722291,0.0
722373,0.0
722405,0.0
722509,0.0
722516,1.0
722523,0.0
722609,0.0
722977,0.0
327618,0.0
327825,0.0
581839,0.0
582071,0.0
582082,0.0
582114,0.0
582182,0.0
582207,0.0
582246,1.0
582307,0.0
582382,0.0
582600,0.0
582675,0.0
582839,0.0
582850,0.0
582864,0.0
632561,0.0
632604,0.0
847017,1.0
847031,0.0
847056,0.75
847092,0.0
847106,0.0
847131,0.25
847199,0.0
847292,0.0
847299,0.0
11507,0.75
11700,0.0
11750,0.0
11793,0.0
11825,0.0
11836,0.0
11875,0.0
11900,0.0
12000,0.0
12036,0.0
12061,0.0
100794,0.0
100894,0.0
100919,0.0
100930,0.0
100987,0.0
101130,0.0
101148,0.0
101287,0.0
101355,0.0
101523,0.0
101880,0.0
101980,0.0
102216,0.0
102248,0.0
102359,0.0
102391,0.0
102484,0.0
102516,0.5
102559,0.0
102634,0.0
102734,0.0
102791,0.0
102902,0.0
102941,0.0
102952,0.0
103002,0.0
103041,0.0
103134,1.0
103220,0.0
103227,0.0
103252,0.0
103309,0.0
103588,0.0
103727,0.0
103970,0.0
104138,0.0
104220,0.0
104438,0.0
104445,0.0
104506,0.75
104581,1.0
104588,0.0
104913,0.0
104931,0.0
105063,0.0
105242,0.25
105306,0.75
105342,0.0
105406,0.0
105467,0.0
105660,0.0
105835,0.0
106067,0.0
106110,0.0
106178,0.0
106285,0.0
106467,1.0
106528,0.0
106635,0.0
106696,0.0
106746,0.0
106753,0.0
107071,0.0
107203,0.0
107296,0.0
107371,0.0
107396,0.0
107614,0.0
107832,0.0
107846,0.0
107989,0.0
108039,0.0
108050,0.0
108082,0.0
108207,0.0
108239,0.0
108250,0.0
108407,0.0
108500,0.0
108507,0.0
108550,0.0
108650,0.0
108657,0.0
109018,0.0
109093,0.0
109218,0.0
109225,0.0
109418,0.0
109450,0.0
109486,0.0
109529,0.0
109604,0.0
109793,0.0
109804,0.0
109818,0.0
334970,0.0
334977,0.0
334995,0.0
335038,0.0
335045,0.0
335095,0.0
335170,0.0
335288,0.0
335313,0.0
472682,1.0
472714,0.0
472757,0.0
472857,0.0
472982,0.0
473100,0.0
473232,0.0
459103,0.0
459435,0.0
459446,0.0
92156,0.0
36,0.0
43,0.0
79,0.0
154,0.0
186,0.0
254,0.0
393,0.0
436,0.0
561,0.0
597,0.0
672,0.0
719187,0.75
719253,0.0
719419,1.0
719453,0.0
719487,0.0
719719,0.0
719821,0.0
719870,0.0
719872,0.0
720006,0.0
720140,1.0
720374,0.0
720455,0.0
720523,0.0
720538,0.0
720574,0.0
720608,0.0
720640,0.0
719136,1.0
719170,0.0
840868,0.6755952380952381
841070,0.25
841085,0.5
841119,0.0
841153,0.0
841187,0.0
841204,0.0
577933,0.0
323820,0.0
323835,0.0
323937,0.0
323971,0.0
324001,0.0
324118,0.0
324322,0.0
324369,0.75
324439,0.0
324554,0.0
461094,0.0
461213,0.0
464672,0.0
464704,0.0
464721,0.0
464755,0.0
464787,0.0
464823,1.0
464855,0.0
464923,0.0
465191,0.0
465221,0.0
465257,0.0
465289,0.0
327494,0.0
327547,0.0
843257,0.0
843376,0.5
843408,0.0
843427,0.6964285714285714
843442,0.0
843461,0.0
843491,0.25
843510,0.5
843627,0.0
843659,0.0
725437,0.0
725518,1.0
725537,0.0
330770,1.0
330872,0.0
331023,0.0
331155,1.0
331187,1.0
331421,0.0
331589,0.0
331691,0.0
331808,0.0
331825,0.0
331857,0.0
331889,0.0
8588,0.0
8590,0.0
8688,0.25
8722,0.0
8771,0.0
8988,0.0
9054,0.0
9290,0.0
9322,0.0
9356,0.0
9405,0.0
9439,0.0
9492,0.0
9541,0.0
9607,0.5
333046,0.0
333212,0.0
333244,0.5714285714285714
333612,0.0
333848,0.0
727190,0.0
727239,1.0
727373,0.0
727490,0.0
727577,1.0
727590,0.0
727707,0.0
727775,0.0
727826,0.0
727858,0.0
727875,0.0
727943,1.0
727977,0.0
728060,0.0
728109,0.0
728111,0.0
728128,0.0
728194,0.0
728228,0.0
728243,0.0
728377,0.0
728545,1.0
728728,0.0
728743,0.0
728747,0.0
728760,0.0
728828,0.0
728860,0.0
728864,0.0
731870,0.0
731938,1.0
732002,0.0
732021,0.0
732055,0.0
13302,0.0
13366,0.0
13402,0.0
13417,0.0
13536,0.0
13670,0.0
13853,0.0
13919,0.0
13921,0.0
13970,0.0
14002,1.0
14038,0.0
14055,0.0
14121,0.0
14136,0.0
14138,0.0
14272,0.0
14338,1.0
14402,0.0
14421,1.0
476887,0.0
476989,0.0
854274,0.25
854304,0.0
854306,0.0
854408,0.0
854472,0.4583333333333333
854589,0.0
854608,1.0
854757,0.375
854759,0.0
854842,0.0
854874,0.0
854891,0.0
854940,0.0
854959,0.0
854976,0.0
854993,0.0
855025,0.0
855040,0.0
855091,0.0
855176,1.0
855374,0.0
855391,0.0
338643,0.0
338660,0.0
593024,0.0
593041,0.0
593124,0.0
593158,0.0
593541,0.0
19199,0.0
19250,0.0
19399,0.0
19418,0.0
19469,0.0
19618,0.0
19686,0.0
19720,0.0
19767,0.0
19820,0.0
19835,0.0
19884,0.0
19903,1.0
19937,0.0
19988,0.0
20035,0.0
20069,0.0
20101,0.0
20103,0.0
341151,1.0
341200,0.0
341251,1.0
341400,0.0
341449,0.0
341934,0.0
342068,0.0
342085,0.0
342117,0.0
741379,1.0
741398,0.0
741428,0.0
92752,0.0
92988,0.0
93020,0.0
93186,0.0
1402,0.0
1468,0.0
1485,0.0
1487,0.0
93095,0.0
93145,0.0
93163,0.0
1308,0.0
1344,0.0
1362,0.0
1394,0.0
1562,0.0
1629,0.0
1661,0.0
1676,0.0
1679,1.0
1693,0.0
1829,0.0
1979,0.0
2029,0.0
2061,0.0
2147,0.0
2211,0.0
2380,0.0
2448,0.0
2479,0.0
2565,0.0
2629,0.0
2648,0.0
2665,0.0
2680,0.0
2712,0.0
2715,0.0
2747,1.0
2762,0.0
2916,0.0
2933,0.0
6659,0.0
6673,0.0
6792,0.0
6827,0.0
6892,0.0
6941,0.0
6960,0.0
7009,0.0
7192,0.0
7209,0.0
7241,0.0
7277,0.0
325667,1.0
463057,0.0
463211,0.0
463308,0.0
465330,0.0
465397,0.0
465415,0.0
465448,0.0
465534,0.0
465716,0.0
466083,0.0
466283,0.0
466316,1.0
466434,0.0
466501,0.0
466520,0.0
466601,1.0
466619,0.0
466719,0.75
466787,0.0
467087,0.0
467155,1.0
467302,0.0
467319,0.0
467352,0.0
467355,0.0
467437,0.0
467438,0.0
467455,0.0
467487,0.0
467588,0.0
467655,1.0
467705,1.0
328222,0.0
328239,0.0
328257,0.0
328371,0.0
328458,0.0
328508,0.0
328558,0.0
328639,0.0
328925,0.0
329076,0.0
10367,0.0
10417,0.0
10467,0.0
10500,0.0
10550,0.0
10585,0.0
10654,0.0
10718,0.0
10803,0.0
10821,0.0
10868,0.0
99111,1.0
99144,0.0
99229,0.0
99230,0.0
99280,0.0
99411,0.0
99412,0.0
99429,0.0
99494,0.0
99512,1.0
99579,0.0
99729,0.0
99765,0.0
99865,0.0
99915,0.75
99929,0.0
332519,0.0
332552,0.0
332566,0.0
332652,0.0
332701,1.0
332702,1.0
332770,0.0
332820,0.0
332887,0.0
332952,0.0
333019,0.0
333070,0.0
333102,0.0
333287,0.0
333637,0.0
333670,0.0
333706,1.0
333873,0.0
334037,0.0
334070,0.0
334073,0.0
334087,0.0
334174,0.0
334473,0.0
334506,1.0
334624,0.0
334641,0.0
585125,1.0
585126,1.0
585680,0.0
585729,0.0
585844,0.0
585862,1.0
585979,0.0
586612,0.0
586680,1.0
586766,0.0
586816,0.0
586948,0.0
586965,0.0
586997,0.0
586998,0.0
587251,0.0
106063,0.0
106181,0.0
106264,0.0
106450,0.0
106582,0.0
106664,0.0
106699,0.0
106700,0.0
106750,0.0
107332,0.0
107350,0.0
107500,0.0
107586,0.0
107686,0.0
107718,0.0
107736,0.0
107867,0.0
107904,0.0
107917,0.0
108018,0.0
108086,0.0
108218,0.0
108304,0.0
108386,0.0
108522,0.0
108654,0.0
108953,0.0
109072,1.0
109121,0.0
109172,0.0
109304,0.0
109340,0.0
109357,0.0
109389,0.0
109490,0.0
109572,0.0
109589,0.0
109858,0.0
109940,0.0
110126,0.0
110240,0.0
110625,0.0
110661,0.0
110708,1.0
110843,0.0
110876,0.0
110926,0.0
110979,1.0
111244,0.0
111361,0.0
111393,0.0
111394,0.5
840862,0.0
840943,0.0
840944,0.325
841011,1.0
841044,0.0
841061,0.0
841229,1.0
577641,0.0
577756,0.0
577892,1.0
577938,0.0
322823,0.0
322859,0.0
210711,0.0
210713,0.0
210856,1.0
210888,1.0
210922,0.0
210981,0.0
211015,0.0
211324,0.0
211413,0.0
211622,0.0
211656,0.0
211758,0.0
211783,0.0
211824,0.0
211949,0.0
212092,0.0
212149,0.0
212192,0.0
212258,0.0
212349,1.0
212517,0.0
212683,0.0
212685,0.0
212917,0.0
212962,1.0
213094,0.0
213230,0.0
213321,1.0
213360,0.0
213487,0.0
213521,0.0
213553,0.0
213621,0.0
213653,0.0
213687,0.0
213798,0.0
213862,1.0
213923,0.0
213998,0.0
214457,0.0
214525,0.0
214630,0.0
214866,0.0
214898,0.0
214925,1.0
214957,0.0
214966,0.0
215000,0.0
215023,0.0
215259,0.0
215868,0.0
842020,0.0
842050,0.0
842052,0.75
842175,0.0
842286,0.75
842354,0.0
842420,0.0
842443,0.75
842654,0.0
843054,0.3958333333333333
843056,0.0
843181,0.0
843222,0.0
462371,0.0
462437,0.0
462478,0.0
462737,1.0
462771,1.0
462812,1.0
226466,0.0
226496,1.0
226832,0.0
227091,0.0
227200,1.0
227327,0.0
227425,0.0
96835,0.0
96901,0.0
227634,0.0
227636,0.0
227734,0.0
227759,0.0
227766,0.0
227934,0.0
228004,0.0
228029,1.0
228036,0.0
228127,0.0
228129,0.0
228136,0.0
228195,0.0
228261,0.0
228370,0.0
228429,0.0
228436,0.0
228461,0.0
228463,0.0
228502,0.0
228529,0.0
97044,0.0
228702,0.0
228929,0.0
229038,0.0
229065,0.0
229140,0.0
229197,0.0
229538,0.0
229574,0.0
229699,0.0
229731,0.0
229833,1.0
97078,0.0
229931,0.0
229965,0.0
229976,0.0
230001,0.0
230031,0.0
230065,0.0
230208,0.0
230399,0.0
230474,0.75
230499,0.0
230601,0.0
230801,0.0
230808,0.0
230935,0.0
97435,0.0
231044,0.0
231067,0.0
231110,0.0
231203,0.0
231303,0.75
231310,0.0
231401,0.0
231469,0.0
231644,0.0
231646,0.0
231805,0.0
231839,0.0
231973,0.0
232005,0.0
97512,0.0
97578,1.0
232207,0.0
232337,0.0
232446,0.0
232539,0.0
232773,0.0
232780,0.0
232841,0.0
232907,0.0
233007,0.0
233082,0.0
233139,0.0
233348,1.0
233575,0.0
233741,0.0
233750,0.0
233784,0.0
233811,0.0
233852,1.0
233950,0.0
234186,0.0
234413,0.0
97678,0.0
97680,0.0
97703,0.0
97737,0.0
97844,0.0
97914,0.0
97937,0.0
847359,0.0
847434,0.75
847557,1.0
847666,0.0
847700,0.0
847827,0.0
847832,0.0
847991,0.0
848036,0.0
848059,0.0
848100,0.0
468730,0.0
468996,1.0
469094,0.0
469128,0.0
469130,0.0
469223,1.0
469432,0.0
469489,0.0
470023,0.0
470132,0.0
9772,0.0
9802,0.0
9861,0.0
9931,0.0
9963,0.0
9972,0.0
10006,0.0
10036,0.0
10170,0.0
10197,0.0
459270,0.0
459427,0.0
459429,0.0
459461,0.0
459663,0.0
459761,0.0
92155,0.0
35,0.0
67,0.0
76,0.0
176,0.0
303,1.0
346,0.0
412,0.0
478,0.0
578,0.0
612,0.0
614,0.0
705,0.0
712,0.0
3796,0.0
3871,0.0
3889,0.0
4028,1.0
4039,0.0
4046,1.0
4064,0.0
4171,0.0
4407,0.0
4421,0.75
4489,0.0
4557,0.0
4589,0.0
4632,0.0
4689,0.0
4789,0.0
4825,1.0
463663,0.0
463699,0.0
463713,0.0
463974,0.0
463992,0.0
464042,0.0
464081,0.0
464331,0.0
464467,0.0
579283,0.0
579290,1.0
579322,0.0
579340,0.0
579440,0.0
579490,0.0
579647,1.0
579890,0.0
580040,0.0
580101,1.0
580126,0.0
580144,0.0
580158,1.0
580165,0.25
580219,0.0
580326,0.0
580444,0.0
580458,0.0
580526,0.0
580544,0.0
580637,0.0
580712,0.0
98095,0.0
98163,0.0
98538,0.0
98588,0.0
98799,0.0
99081,1.0
99092,0.0
723711,1.0
723911,0.0
723993,0.0
724004,0.75
724018,0.08333333333333333
724054,1.0
724147,0.0
724204,0.0
724236,0.0
724297,0.0
724329,0.0
724347,0.0
724361,0.0
724511,0.0
724554,0.0
724636,1.0
724640,0.0
724661,0.0
724747,0.0
724779,1.0
724879,0.0
724915,0.0
724947,0.75
724990,0.75
725047,0.0
725054,0.0
725072,0.0
848612,0.75
848619,0.0
848701,0.0
848705,0.0
848755,1.0
848894,0.0
848912,0.0
848944,0.0
849194,1.0
849305,0.0
470540,0.0
470551,0.0
470576,0.0
470583,0.0
10991,1.0
11009,0.0
11059,0.0
11084,0.0
470833,0.0
470908,0.0
470933,0.0
11116,0.0
11141,1.0
11266,0.0
11323,0.0
11348,0.0
11384,0.0
850977,0.25
851102,0.25
586160,0.0
851195,0.5
851270,0.0
586499,0.0
851302,0.0
851309,0.0
851320,0.0
851377,1.0
851470,0.0
851527,1.0
851695,0.0
334879,0.0
334904,1.0
335129,0.0
335161,0.0
335297,0.0
335304,0.0
335372,0.0
335572,0.0
335754,0.0
335929,0.0
335958,0.0
336015,0.0
336040,0.0
475163,0.0
475420,0.0
475438,0.0
475581,0.0
475631,1.0
476099,0.0
476156,0.0
476206,0.4
476406,0.0
476492,0.0
17943,0.0
17950,0.0
18043,0.0
18050,0.0
18068,1.0
18100,0.0
18279,0.0
18293,0.0
18336,0.0
18429,0.0
18604,1.0
18611,0.0
18629,0.0
213504,1.0
213522,0.0
213622,1.0
214022,0.0
214040,0.25
214240,0.0
214258,0.0
214283,0.0
214433,0.0
214508,0.0
214515,0.0
214665,0.0
214772,1.0
214783,0.0
214801,0.0
214851,0.0
214915,1.0
215369,0.0
215569,0.0
215651,0.0
215676,0.0
215701,1.0
215819,1.0
215844,0.0
215926,0.0
216044,0.0
216062,1.0
216087,0.0
216119,0.0
216144,0.0
216280,0.0
216419,0.0
216437,0.0
216687,0.0
856643,0.0
856650,0.0
856732,0.5
856800,0.5
856818,0.5
856857,0.75
857000,0.525
857100,0.0
857118,0.75
576632,0.0
576743,0.0
576800,0.0
576875,0.0
576993,0.0
577043,1.0
577068,0.0
577132,0.0
322143,0.0
